idstatefrom,idaction,idstateto,probability,reward
0,23,10,0.10117268309442701,-8.690000000000001
0,23,11,0.1133297507459617,-12.710000000000003
0,23,12,0.11781585587875179,-16.730000000000004
0,23,13,0.11366917147776692,-20.75
0,23,14,0.1017796116358489,-24.770000000000007
0,23,15,0.08457811996805342,-28.79
0,23,16,0.06522805190634878,-32.81
0,23,17,0.046686351119294145,-36.830000000000005
0,23,18,0.031011630357678368,-40.85
0,24,7,0.03046014970358628,4.869999999999991
0,24,8,0.04599346482714422,0.8499999999999963
0,24,9,0.06445244019766425,-3.1700000000000057
0,24,10,0.0838227190874742,-7.1900000000000075
0,24,11,0.10117268309442701,-11.210000000000003
0,24,12,0.1133297507459617,-15.230000000000004
0,24,13,0.11781585587875179,-19.250000000000007
0,24,14,0.11366917147776692,-23.270000000000003
0,24,15,0.1017796116358489,-27.290000000000003
0,24,16,0.08457811996805342,-31.310000000000002
0,24,17,0.06522805190634878,-35.330000000000005
0,24,18,0.046686351119294145,-39.35
0,24,19,0.031011630357678368,-43.370000000000005
0,25,8,0.03046014970358628,2.349999999999989
0,25,9,0.04599346482714422,-1.6700000000000057
0,25,10,0.06445244019766425,-5.6900000000000075
0,25,11,0.0838227190874742,-9.71000000000001
0,25,12,0.10117268309442701,-13.730000000000004
0,25,13,0.1133297507459617,-17.750000000000007
0,25,14,0.11781585587875179,-21.77000000000001
0,25,15,0.11366917147776692,-25.790000000000003
0,25,16,0.1017796116358489,-29.810000000000006
0,25,17,0.08457811996805342,-33.830000000000005
0,25,18,0.06522805190634878,-37.85000000000001
0,25,19,0.046686351119294145,-41.87000000000001
0,25,20,0.031011630357678368,-45.89
0,26,9,0.03046014970358628,-0.1700000000000057
0,26,10,0.04599346482714422,-4.19
0,26,11,0.06445244019766425,-8.210000000000003
0,26,12,0.0838227190874742,-12.230000000000004
0,26,13,0.10117268309442701,-16.25
0,26,14,0.1133297507459617,-20.270000000000003
0,26,15,0.11781585587875179,-24.290000000000003
0,26,16,0.11366917147776692,-28.31
0,26,17,0.1017796116358489,-32.33
0,26,18,0.08457811996805342,-36.35
0,26,19,0.06522805190634878,-40.370000000000005
0,26,20,0.046686351119294145,-44.39000000000001
0,26,21,0.031011630357678368,-48.410000000000004
0,27,10,0.03046014970358628,-2.6900000000000004
0,27,11,0.04599346482714422,-6.7099999999999955
0,27,12,0.06445244019766425,-10.729999999999997
0,27,13,0.0838227190874742,-14.75
0,27,14,0.10117268309442701,-18.769999999999996
0,27,15,0.1133297507459617,-22.79
0,27,16,0.11781585587875179,-26.81
0,27,17,0.11366917147776692,-30.829999999999995
0,27,18,0.1017796116358489,-34.849999999999994
0,27,19,0.08457811996805342,-38.87
0,27,20,0.06522805190634878,-42.89
0,27,21,0.046686351119294145,-46.91
0,27,22,0.031011630357678368,-50.92999999999999
0,28,11,0.03046014970358628,-5.2099999999999955
0,28,12,0.04599346482714422,-9.22999999999999
0,28,13,0.06445244019766425,-13.249999999999993
0,28,14,0.0838227190874742,-17.269999999999996
0,28,15,0.10117268309442701,-21.28999999999999
0,28,16,0.1133297507459617,-25.30999999999999
0,28,17,0.11781585587875179,-29.329999999999995
0,28,18,0.11366917147776692,-33.34999999999999
0,28,19,0.1017796116358489,-37.36999999999999
0,28,20,0.08457811996805342,-41.38999999999999
0,28,21,0.06522805190634878,-45.41
0,28,22,0.046686351119294145,-49.42999999999999
0,28,23,0.031011630357678368,-53.44999999999999
0,29,12,0.03046014970358628,-7.730000000000005
0,29,13,0.04599346482714422,-11.75
0,29,14,0.06445244019766425,-15.770000000000001
0,29,15,0.0838227190874742,-19.790000000000003
0,29,16,0.10117268309442701,-23.81
0,29,17,0.1133297507459617,-27.830000000000002
0,29,18,0.11781585587875179,-31.85
0,29,19,0.11366917147776692,-35.87
0,29,20,0.1017796116358489,-39.89
0,29,21,0.08457811996805342,-43.910000000000004
0,29,22,0.06522805190634878,-47.93
0,29,23,0.046686351119294145,-51.95
0,29,24,0.031011630357678368,-55.97
0,30,13,0.03046014970358628,-10.25
0,30,14,0.04599346482714422,-14.269999999999994
0,30,15,0.06445244019766425,-18.289999999999996
0,30,16,0.0838227190874742,-22.31
0,30,17,0.10117268309442701,-26.329999999999995
0,30,18,0.1133297507459617,-30.34999999999999
0,30,19,0.11781585587875179,-34.37
0,30,20,0.11366917147776692,-38.38999999999999
0,30,21,0.1017796116358489,-42.41
0,30,22,0.08457811996805342,-46.42999999999999
0,30,23,0.06522805190634878,-50.449999999999996
0,30,24,0.046686351119294145,-54.47
0,30,25,0.031011630357678368,-58.489999999999995
0,31,14,0.03046014970358628,-12.770000000000008
0,31,15,0.04599346482714422,-16.790000000000003
0,31,16,0.06445244019766425,-20.810000000000006
0,31,17,0.0838227190874742,-24.830000000000013
0,31,18,0.10117268309442701,-28.85
0,31,19,0.1133297507459617,-32.870000000000005
0,31,20,0.11781585587875179,-36.890000000000015
0,31,21,0.11366917147776692,-40.910000000000004
0,31,22,0.1017796116358489,-44.93
0,31,23,0.08457811996805342,-48.95
0,31,24,0.06522805190634878,-52.970000000000006
0,31,25,0.046686351119294145,-56.99000000000001
0,31,26,0.031011630357678368,-61.010000000000005
0,32,15,0.03046014970358628,-15.290000000000003
0,32,16,0.04599346482714422,-19.31
0,32,17,0.06445244019766425,-23.330000000000002
0,32,18,0.0838227190874742,-27.35
0,32,19,0.10117268309442701,-31.369999999999997
0,32,20,0.1133297507459617,-35.38999999999999
0,32,21,0.11781585587875179,-39.410000000000004
0,32,22,0.11366917147776692,-43.42999999999999
0,32,23,0.1017796116358489,-47.449999999999996
0,32,24,0.08457811996805342,-51.47
0,32,25,0.06522805190634878,-55.49
0,32,26,0.046686351119294145,-59.51
0,32,27,0.031011630357678368,-63.53
0,33,16,0.03046014970358628,-17.81
0,33,17,0.04599346482714422,-21.829999999999995
0,33,18,0.06445244019766425,-25.849999999999994
0,33,19,0.0838227190874742,-29.869999999999994
0,33,20,0.10117268309442701,-33.88999999999999
0,33,21,0.1133297507459617,-37.91
0,33,22,0.11781585587875179,-41.92999999999999
0,33,23,0.11366917147776692,-45.94999999999999
0,33,24,0.1017796116358489,-49.97
0,33,25,0.08457811996805342,-53.989999999999995
0,33,26,0.06522805190634878,-58.01
0,33,27,0.046686351119294145,-62.03
0,33,28,0.031011630357678368,-66.05
0,34,17,0.03046014970358628,-20.33000000000001
0,34,18,0.04599346482714422,-24.35
0,34,19,0.06445244019766425,-28.370000000000005
0,34,20,0.0838227190874742,-32.39000000000001
0,34,21,0.10117268309442701,-36.410000000000004
0,34,22,0.1133297507459617,-40.43
0,34,23,0.11781585587875179,-44.45
0,34,24,0.11366917147776692,-48.46999999999999
0,34,25,0.1017796116358489,-52.49
0,34,26,0.08457811996805342,-56.510000000000005
0,34,27,0.06522805190634878,-60.53000000000001
0,34,28,0.046686351119294145,-64.55000000000001
0,34,29,0.031011630357678368,-68.57000000000001
0,35,18,0.03046014970358628,-22.85
0,35,19,0.04599346482714422,-26.869999999999997
0,35,20,0.06445244019766425,-30.89
0,35,21,0.0838227190874742,-34.910000000000004
0,35,22,0.10117268309442701,-38.92999999999999
0,35,23,0.1133297507459617,-42.949999999999996
0,35,24,0.11781585587875179,-46.97
0,35,25,0.11366917147776692,-50.989999999999995
0,35,26,0.1017796116358489,-55.01
0,35,27,0.08457811996805342,-59.03000000000001
0,35,28,0.06522805190634878,-63.05000000000001
0,35,29,0.046686351119294145,-67.07000000000001
0,35,30,0.031011630357678368,-71.09
0,36,19,0.03046014970358628,-25.37000000000001
0,36,20,0.04599346482714422,-29.390000000000008
0,36,21,0.06445244019766425,-33.41000000000001
0,36,22,0.0838227190874742,-37.43000000000001
0,36,23,0.10117268309442701,-41.45
0,36,24,0.1133297507459617,-45.470000000000006
0,36,25,0.11781585587875179,-49.49000000000001
0,36,26,0.11366917147776692,-53.510000000000005
0,36,27,0.1017796116358489,-57.53000000000001
0,36,28,0.08457811996805342,-61.55000000000001
0,36,29,0.06522805190634878,-65.57000000000002
0,36,30,0.046686351119294145,-69.59000000000002
0,36,31,0.031011630357678368,-73.61000000000001
0,37,20,0.03046014970358628,-27.890000000000008
0,37,21,0.04599346482714422,-31.910000000000004
0,37,22,0.06445244019766425,-35.93
0,37,23,0.0838227190874742,-39.95
0,37,24,0.10117268309442701,-43.97
0,37,25,0.1133297507459617,-47.99
0,37,26,0.11781585587875179,-52.01000000000001
0,37,27,0.11366917147776692,-56.03
0,37,28,0.1017796116358489,-60.050000000000004
0,37,29,0.08457811996805342,-64.07000000000001
0,37,30,0.06522805190634878,-68.09
0,37,31,0.046686351119294145,-72.11000000000001
0,37,32,0.031011630357678368,-76.13
0,38,21,0.03046014970358628,-30.41
0,38,22,0.04599346482714422,-34.42999999999999
0,38,23,0.06445244019766425,-38.449999999999996
0,38,24,0.0838227190874742,-42.47
0,38,25,0.10117268309442701,-46.49
0,38,26,0.1133297507459617,-50.51
0,38,27,0.11781585587875179,-54.53
0,38,28,0.11366917147776692,-58.55
0,38,29,0.1017796116358489,-62.56999999999999
0,38,30,0.08457811996805342,-66.59
0,38,31,0.06522805190634878,-70.61000000000001
0,38,32,0.046686351119294145,-74.63
0,38,33,0.031011630357678368,-78.64999999999999
0,39,22,0.03046014970358628,-32.93000000000001
0,39,23,0.04599346482714422,-36.95
0,39,24,0.06445244019766425,-40.970000000000006
0,39,25,0.0838227190874742,-44.99000000000001
0,39,26,0.10117268309442701,-49.010000000000005
0,39,27,0.1133297507459617,-53.03
0,39,28,0.11781585587875179,-57.05000000000001
0,39,29,0.11366917147776692,-61.07
0,39,30,0.1017796116358489,-65.09
0,39,31,0.08457811996805342,-69.11000000000001
0,39,32,0.06522805190634878,-73.13000000000001
0,39,33,0.046686351119294145,-77.15
0,39,34,0.031011630357678368,-81.17
0,40,23,0.03046014970358628,-35.45
0,40,24,0.04599346482714422,-39.47
0,40,25,0.06445244019766425,-43.49
0,40,26,0.0838227190874742,-47.510000000000005
0,40,27,0.10117268309442701,-51.53
0,40,28,0.1133297507459617,-55.550000000000004
0,40,29,0.11781585587875179,-59.57
0,40,30,0.11366917147776692,-63.589999999999996
0,40,31,0.1017796116358489,-67.61000000000001
0,40,32,0.08457811996805342,-71.63
0,40,33,0.06522805190634878,-75.64999999999999
0,40,34,0.046686351119294145,-79.67
0,40,35,0.031011630357678368,-83.69
0,41,24,0.03046014970358628,-37.97
0,41,25,0.04599346482714422,-41.989999999999995
0,41,26,0.06445244019766425,-46.01
0,41,27,0.0838227190874742,-50.03000000000001
0,41,28,0.10117268309442701,-54.04999999999999
0,41,29,0.1133297507459617,-58.06999999999999
0,41,30,0.11781585587875179,-62.089999999999996
0,41,31,0.11366917147776692,-66.11
0,41,32,0.1017796116358489,-70.12999999999998
0,41,33,0.08457811996805342,-74.14999999999999
0,41,34,0.06522805190634878,-78.17
0,41,35,0.046686351119294145,-82.19
0,41,36,0.031011630357678368,-86.21
0,42,25,0.03046014970358628,-40.49000000000001
0,42,26,0.04599346482714422,-44.51000000000001
0,42,27,0.06445244019766425,-48.53000000000001
0,42,28,0.0838227190874742,-52.55000000000001
0,42,29,0.10117268309442701,-56.57
0,42,30,0.1133297507459617,-60.59
0,42,31,0.11781585587875179,-64.61000000000001
0,42,32,0.11366917147776692,-68.63
0,42,33,0.1017796116358489,-72.64999999999999
0,42,34,0.08457811996805342,-76.67
0,42,35,0.06522805190634878,-80.69000000000001
0,42,36,0.046686351119294145,-84.71000000000001
0,42,37,0.031011630357678368,-88.73
0,43,26,0.03046014970358628,-43.010000000000005
0,43,27,0.04599346482714422,-47.03
0,43,28,0.06445244019766425,-51.050000000000004
0,43,29,0.0838227190874742,-55.07
0,43,30,0.10117268309442701,-59.089999999999996
0,43,31,0.1133297507459617,-63.11
0,43,32,0.11781585587875179,-67.13
0,43,33,0.11366917147776692,-71.14999999999999
0,43,34,0.1017796116358489,-75.17
0,43,35,0.08457811996805342,-79.19
0,43,36,0.06522805190634878,-83.21
0,43,37,0.046686351119294145,-87.23000000000002
0,43,38,0.031011630357678368,-91.25
0,44,27,0.03046014970358628,-45.53
0,44,28,0.04599346482714422,-49.550000000000004
0,44,29,0.06445244019766425,-53.56999999999999
0,44,30,0.0838227190874742,-57.589999999999996
0,44,31,0.10117268309442701,-61.60999999999999
0,44,32,0.1133297507459617,-65.62999999999998
0,44,33,0.11781585587875179,-69.64999999999999
0,44,34,0.11366917147776692,-73.67
0,44,35,0.1017796116358489,-77.68999999999998
0,44,36,0.08457811996805342,-81.71
0,44,37,0.06522805190634878,-85.73
0,44,38,0.046686351119294145,-89.75
0,44,39,0.031011630357678368,-93.77
0,45,28,0.03046014970358628,-48.05000000000001
0,45,29,0.04599346482714422,-52.07
0,45,30,0.06445244019766425,-56.09
0,45,31,0.0838227190874742,-60.11000000000001
0,45,32,0.10117268309442701,-64.13
0,45,33,0.1133297507459617,-68.14999999999999
0,45,34,0.11781585587875179,-72.17
0,45,35,0.11366917147776692,-76.19
0,45,36,0.1017796116358489,-80.21
0,45,37,0.08457811996805342,-84.23
0,45,38,0.06522805190634878,-88.25000000000001
0,45,39,0.046686351119294145,-92.27000000000001
0,45,40,0.031011630357678368,-96.29
0,46,29,0.03046014970358628,-50.57
0,46,30,0.04599346482714422,-54.58999999999999
0,46,31,0.06445244019766425,-58.61
0,46,32,0.0838227190874742,-62.63
0,46,33,0.10117268309442701,-66.64999999999999
0,46,34,0.1133297507459617,-70.67
0,46,35,0.11781585587875179,-74.69000000000001
0,46,36,0.11366917147776692,-78.71
0,46,37,0.1017796116358489,-82.73
0,46,38,0.08457811996805342,-86.75
0,46,39,0.06522805190634878,-90.77
0,46,40,0.046686351119294145,-94.79000000000002
0,46,41,0.031011630357678368,-98.81
0,47,30,0.03046014970358628,-53.09000000000001
0,47,31,0.04599346482714422,-57.11
0,47,32,0.06445244019766425,-61.13000000000001
0,47,33,0.0838227190874742,-65.15
0,47,34,0.10117268309442701,-69.17
0,47,35,0.1133297507459617,-73.19000000000001
0,47,36,0.11781585587875179,-77.21000000000001
0,47,37,0.11366917147776692,-81.23
0,47,38,0.1017796116358489,-85.25
0,47,39,0.08457811996805342,-89.27000000000001
0,47,40,0.06522805190634878,-93.29
0,47,41,0.046686351119294145,-97.31000000000002
0,47,42,0.031011630357678368,-101.33000000000001
0,48,31,0.03046014970358628,-55.61000000000001
0,48,32,0.04599346482714422,-59.63
0,48,33,0.06445244019766425,-63.650000000000006
0,48,34,0.0838227190874742,-67.67
0,48,35,0.10117268309442701,-71.69
0,48,36,0.1133297507459617,-75.71
0,48,37,0.11781585587875179,-79.73
0,48,38,0.11366917147776692,-83.75
0,48,39,0.1017796116358489,-87.77
0,48,40,0.08457811996805342,-91.79
0,48,41,0.06522805190634878,-95.81000000000002
0,48,42,0.046686351119294145,-99.83000000000001
0,48,43,0.031011630357678368,-103.85000000000001
0,49,32,0.03046014970358628,-58.13
0,49,33,0.04599346482714422,-62.14999999999999
0,49,34,0.06445244019766425,-66.17
0,49,35,0.0838227190874742,-70.19
0,49,36,0.10117268309442701,-74.21
0,49,37,0.1133297507459617,-78.23
0,49,38,0.11781585587875179,-82.25
0,49,39,0.11366917147776692,-86.27
0,49,40,0.1017796116358489,-90.29
0,49,41,0.08457811996805342,-94.31
0,49,42,0.06522805190634878,-98.33
0,49,43,0.046686351119294145,-102.35000000000001
0,49,44,0.031011630357678368,-106.36999999999999
0,50,33,0.03046014970358628,-60.65000000000001
0,50,34,0.04599346482714422,-64.67
0,50,35,0.06445244019766425,-68.69000000000001
0,50,36,0.0838227190874742,-72.71000000000001
0,50,37,0.10117268309442701,-76.73
0,50,38,0.1133297507459617,-80.75000000000001
0,50,39,0.11781585587875179,-84.77000000000001
0,50,40,0.11366917147776692,-88.79
0,50,41,0.1017796116358489,-92.81000000000002
0,50,42,0.08457811996805342,-96.83000000000001
0,50,43,0.06522805190634878,-100.85000000000001
0,50,44,0.046686351119294145,-104.86999999999999
0,50,45,0.031011630357678368,-108.89
0,51,34,0.03046014970358628,-63.17000000000002
0,51,35,0.04599346482714422,-67.19000000000001
0,51,36,0.06445244019766425,-71.21000000000002
0,51,37,0.0838227190874742,-75.23000000000002
0,51,38,0.10117268309442701,-79.25000000000001
0,51,39,0.1133297507459617,-83.27000000000002
0,51,40,0.11781585587875179,-87.29000000000002
0,51,41,0.11366917147776692,-91.31000000000002
0,51,42,0.1017796116358489,-95.33000000000003
0,51,43,0.08457811996805342,-99.35000000000002
0,51,44,0.06522805190634878,-103.37
0,51,45,0.046686351119294145,-107.39000000000001
0,51,46,0.031011630357678368,-111.41000000000001
0,52,35,0.03046014970358628,-65.69000000000003
0,52,36,0.04599346482714422,-69.71000000000002
0,52,37,0.06445244019766425,-73.73000000000003
0,52,38,0.0838227190874742,-77.75000000000003
0,52,39,0.10117268309442701,-81.77000000000002
0,52,40,0.1133297507459617,-85.79000000000003
0,52,41,0.11781585587875179,-89.81000000000003
0,52,42,0.11366917147776692,-93.83000000000003
0,52,43,0.1017796116358489,-97.85000000000004
0,52,44,0.08457811996805342,-101.87000000000003
0,52,45,0.06522805190634878,-105.89000000000001
0,52,46,0.046686351119294145,-109.91000000000004
0,52,47,0.031011630357678368,-113.93000000000002
0,53,36,0.03046014970358628,-68.21000000000001
0,53,37,0.04599346482714422,-72.23
0,53,38,0.06445244019766425,-76.25000000000001
0,53,39,0.0838227190874742,-80.27000000000001
0,53,40,0.10117268309442701,-84.29
0,53,41,0.1133297507459617,-88.31000000000002
0,53,42,0.11781585587875179,-92.33000000000001
0,53,43,0.11366917147776692,-96.35000000000001
0,53,44,0.1017796116358489,-100.37
0,53,45,0.08457811996805342,-104.39
0,53,46,0.06522805190634878,-108.41
0,53,47,0.046686351119294145,-112.43000000000002
0,53,48,0.031011630357678368,-116.45
0,54,37,0.03046014970358628,-70.73000000000002
0,54,38,0.04599346482714422,-74.75000000000001
0,54,39,0.06445244019766425,-78.77000000000002
0,54,40,0.0838227190874742,-82.79000000000002
0,54,41,0.10117268309442701,-86.81000000000002
0,54,42,0.1133297507459617,-90.83000000000003
0,54,43,0.11781585587875179,-94.85000000000002
0,54,44,0.11366917147776692,-98.87
0,54,45,0.1017796116358489,-102.89
0,54,46,0.08457811996805342,-106.91
0,54,47,0.06522805190634878,-110.93
0,54,48,0.046686351119294145,-114.95000000000002
0,54,49,0.031011630357678368,-118.97000000000001
0,55,38,0.03046014970358628,-73.25000000000003
0,55,39,0.04599346482714422,-77.27000000000002
0,55,40,0.06445244019766425,-81.29000000000003
0,55,41,0.0838227190874742,-85.31000000000003
0,55,42,0.10117268309442701,-89.33000000000003
0,55,43,0.1133297507459617,-93.35000000000004
0,55,44,0.11781585587875179,-97.37000000000002
0,55,45,0.11366917147776692,-101.39000000000001
0,55,46,0.1017796116358489,-105.41000000000003
0,55,47,0.08457811996805342,-109.43000000000002
0,55,48,0.06522805190634878,-113.45000000000002
0,55,49,0.046686351119294145,-117.47000000000004
0,55,50,0.031011630357678368,-121.49000000000002
0,56,39,0.03046014970358628,-75.77000000000001
0,56,40,0.04599346482714422,-79.79
0,56,41,0.06445244019766425,-83.81000000000002
0,56,42,0.0838227190874742,-87.83000000000001
0,56,43,0.10117268309442701,-91.85000000000002
0,56,44,0.1133297507459617,-95.87
0,56,45,0.11781585587875179,-99.89
0,56,46,0.11366917147776692,-103.91
0,56,47,0.1017796116358489,-107.93
0,56,48,0.08457811996805342,-111.95
0,56,49,0.06522805190634878,-115.97
0,56,50,0.046686351119294145,-119.99000000000002
0,56,51,0.031011630357678368,-124.01
0,57,40,0.03046014970358628,-78.29000000000002
0,57,41,0.04599346482714422,-82.31000000000002
0,57,42,0.06445244019766425,-86.33000000000003
0,57,43,0.0838227190874742,-90.35000000000002
0,57,44,0.10117268309442701,-94.37
0,57,45,0.1133297507459617,-98.39000000000001
0,57,46,0.11781585587875179,-102.41000000000001
0,57,47,0.11366917147776692,-106.43
0,57,48,0.1017796116358489,-110.45000000000002
0,57,49,0.08457811996805342,-114.47000000000001
0,57,50,0.06522805190634878,-118.49000000000001
0,57,51,0.046686351119294145,-122.51000000000002
0,57,52,0.031011630357678368,-126.53000000000002
0,58,41,0.03046014970358628,-80.81000000000003
